"steam_appid";"nome";"data_de_lancamento";"plataforma";"generos";"avaliacoes_positivas";"avaliacoes_negativas";"media_tempo_jogado";"preco"
45760;"Ultra Street Fighter® IV";"2014-08-07";"windows";"Action";8247;1141;835;22.99
45770;"Dead Rising 2: Off the Record";"2011-10-11";"windows";"Action;Adventure";1387;376;435;14.99
46000;"Bob Came in Pieces";"2010-01-22";"windows;mac";"Adventure;Indie";68;29;0;3.99
46200;"A.I.M. Racing";"2010-01-22";"windows";"Action;Racing";54;21;0;0.0
46250;"NecroVisioN: Lost Company";"2010-02-19";"windows";"Action";169;71;0;4.99
46260;"Star Wolves 3: Civil War";"2010-03-02";"windows";"RPG;Strategy";312;89;422;3.99
46270;"Star Wolves";"2010-03-02";"windows";"RPG;Strategy";182;42;0;2.79
46280;"Star Wolves 2";"2010-03-02";"windows";"RPG;Strategy";42;52;0;2.79
46290;"Theatre of War";"2010-07-09";"windows";"Strategy";116;86;0;2.79
46340;"Theatre of War 2: Africa 1943";"2010-07-09";"windows";"Simulation;Strategy";86;50;0;3.99
46350;"Real Warfare 1242";"2011-11-30";"windows";"Strategy";31;30;0;2.79
46360;"Theatre of War 2: Kursk 1943";"2010-07-09";"windows";"Simulation;Strategy";81;42;0;3.99
46370;"Rig n Roll";"2010-07-09";"windows";"Simulation";165;175;0;3.99
46380;"Reign: Conflict of Nations";"2010-07-12";"windows";"Strategy";36;44;0;2.79
46400;"Greed: Black Border";"2010-01-13";"windows";"Action;RPG";106;153;28;3.99
46410;"Avencast: Rise of the Mage";"2010-03-17";"windows";"Action;Indie;RPG";348;175;56;6.99
46440;"Future Wars";"2010-07-15";"windows";"Strategy";84;204;3;3.99
46450;"Grotesque Tactics: Evil Heroes";"2010-10-15";"windows";"Indie;RPG;Strategy";217;140;20;6.99
46480;"Still Life";"2011-06-01";"windows";"Adventure";431;98;13;5.59
46490;"Still Life 2";"2011-06-01";"windows";"Adventure";123;155;0;5.59
46500;"Syberia";"2011-05-19";"windows;mac";"Adventure;Casual";2092;260;293;9.99
46510;"Syberia II";"2011-05-19";"windows;mac";"Adventure";862;156;227;9.99
46520;"Wasteland Angel";"2011-09-01";"windows";"Action;Indie";167;119;101;6.99
46540;"Trapped Dead";"2011-07-15";"windows";"Action;Strategy";258;410;142;3.99
46550;"Post Mortem";"2011-08-26";"windows";"Adventure";97;87;0;5.59
46570;"Grotesque Tactics 2 – Dungeons and Donuts";"2011-11-21";"windows";"Adventure;Indie;RPG;Strategy";103;87;105;6.99
46600;"Swarm Arena";"2010-08-19";"windows";"Action;Casual;Indie";40;12;0;2.89
46700;"Ironclads: American Civil War";"2010-04-28";"windows";"Strategy";9;30;0;34.95
46710;"Ironclads: High Seas";"2010-04-28";"windows";"Strategy";15;21;0;34.95
46720;"Dimensity";"2010-07-21";"windows";"RPG";3;12;0;6.99
46730;"Hazen: The Dark Whispers";"2010-04-28";"windows";"RPG";10;29;0;7.99
46740;"World Basketball Manager 2010";"2010-04-21";"windows";"Simulation";40;88;0;2.09
46750;"Dark Fall: Lost Souls";"2010-04-21";"windows";"Adventure;Indie";109;63;0;9.99
46760;"Ironclads: Schleswig War 1864";"2011-06-21";"windows";"Strategy";6;13;0;34.95
46770;"Making History II: The War of the World";"2010-08-27";"windows;mac;linux";"Indie;Simulation;Strategy";195;57;0;10.99
46790;"Armada 2526";"2011-04-08";"windows";"Strategy";14;12;399;10.99
46830;"Ironclads: Anglo Russian War 1866";"2011-06-21";"windows";"Strategy";9;17;0;34.95
46840;"Ironclads: Chincha Islands War 1866";"2011-06-21";"windows";"Strategy";3;12;0;34.95
46850;"Zombie Pirates";"2011-04-20";"windows";"Casual";29;17;0;10.99
47110;"Escape From Paradise ";"2010-07-08";"windows";"Action";2;3;0;6.99
47120;"Escape From Paradise 2";"2010-07-08";"windows";"Action";2;0;0;6.99
47130;"Book of Legends";"2010-07-08";"windows";"Adventure";5;2;0;6.99
47400;"Stronghold 3 Gold";"2012-05-25";"windows;mac;linux";"Simulation;Strategy";971;2385;506;0.0
47410;"Stronghold Kingdoms";"2012-02-27";"windows";"Free to Play;Massively Multiplayer;Strategy";4886;2609;329;0.0
47700;"Command & Conquer 4: Tiberian Twilight";"2010-03-18";"windows";"Strategy";378;1712;160;9.99
47730;"Dragon Age™: Origins Awakening";"2010-03-18";"windows";"RPG";92;7;0;9.99
47780;"Dead Space™ 2";"2011-01-27";"windows";"Action";8943;493;292;14.99
47790;"Medal of Honor™";"2010-10-12";"windows";"Action";3209;1370;133;14.99
47800;"RISK™: Factions";"2011-03-08";"windows";"Strategy";405;214;979;7.99
47810;"Dragon Age: Origins - Ultimate Edition";"2010-10-29";"windows";"RPG";8808;726;686;19.99
47870;"Need For Speed: Hot Pursuit";"2010-12-14";"windows";"Racing";11405;2775;467;14.99
47890;"The Sims™ 3";"2011-01-27";"windows";"Simulation";11679;2493;4730;24.99
47920;"Shift 2 Unleashed";"2011-03-31";"windows";"Racing";1071;629;0;19.99
48000;"LIMBO";"2011-08-02";"windows;mac;linux";"Adventure;Indie";30321;1994;117;6.99
48110;"Silent Hunter 5®: Battle of the Atlantic";"2010-03-01";"windows";"Simulation";516;752;1520;25.99
48150;"Voodoo Dice";"2010-07-15";"windows";"Casual";4;1;0;8.59
48190;"Assassin’s Creed® Brotherhood";"2011-03-17";"windows";"Action;Adventure";6676;929;600;12.49
48240;"Anno 2070™";"2011-11-17";"windows";"Strategy";5653;3686;879;16.99
48700;"Mount & Blade: Warband";"2010-03-31";"windows;mac;linux";"Action;RPG";75872;2213;7932;14.99
48720;"Mount & Blade: With Fire & Sword";"2011-05-03";"windows";"Action;RPG";6236;1055;723;7.99
48800;"Ship Simulator Extremes";"2010-08-27";"windows";"Simulation";676;794;0;14.99
48950;"Greed Corp";"2010-12-10";"windows";"Strategy";399;68;38;6.99
49000;"Hotel Dash™ Suite Success™";"2010-05-06";"windows;mac";"Casual";24;6;0;4.99
49300;"Commander: Conquest of the Americas";"2010-07-30";"windows";"Strategy";60;74;0;7.99
49320;"Woody Two-Legs: Attack of the Zombie Pirates";"2010-11-02";"windows";"Casual";32;24;0;3.99
49470;"Magic: The Gathering - Duels of the Planeswalkers 2012";"2011-06-15";"windows";"Strategy";705;95;935;0.0
49520;"Borderlands 2";"2012-09-20";"windows;mac;linux";"Action;RPG";144595;11021;3276;19.99
49600;"Beat Hazard";"2010-04-15";"windows;mac;linux";"Action;Casual;Indie";6296;328;437;6.99
49800;"Flight of the Icarus";"2010-05-12";"windows;mac";"Action;Indie";95;148;22;3.99
49810;"CreaVures";"2011-02-23";"windows;mac";"Indie";117;25;0;3.99
49900;"Plain Sight";"2010-04-05";"windows";"Action;Indie";177;83;0;3.99
50000;"Nimbus";"2010-10-25";"windows";"Indie;Racing";179;10;1;5.99
50130;"Mafia II";"2011-03-22";"windows;mac";"Action";31445;1855;1029;19.99
50300;"Spec Ops: The Line";"2012-06-28";"windows;mac;linux";"Action;Adventure";32361;2613;293;19.99
50510;"Burn Zombie Burn!";"2010-08-12";"windows";"Action";65;93;3;6.99
50910;"Professor Fizzwizzle and the Molten Mystery";"2010-04-21";"windows;mac";"Casual";12;0;0;4.99
50920;"Hidden Expedition: Amazon";"2010-04-21";"windows";"Casual;Indie";8;4;0;6.99
50930;"Hidden Expedition: Everest";"2010-04-21";"windows";"Casual";2;3;0;6.99
50940;"Hidden Expedition: Titanic";"2010-04-21";"windows";"Casual";5;1;0;6.99
50960;"Mystery Case Files: Huntsville™";"2010-04-21";"windows";"Casual";17;3;0;6.99
50970;"Mystery Case Files: Madame Fate®";"2007-12-14";"windows";"Casual";15;6;0;4.99
50980;"Mystery Case Files: Prime Suspects™";"2010-04-21";"windows";"Casual";9;3;0;4.99
50990;"Mystery Case Files: Ravenhearst®";"2010-04-21";"windows";"Casual";24;1;0;6.99
51000;"Mystery Case Files: Return to Ravenhearst™";"2010-04-21";"windows";"Casual";16;8;0;6.99
51010;"My Tribe";"2010-04-21";"windows;mac";"Casual;Simulation";33;15;0;6.99
51020;"Unwell Mel";"2010-04-21";"windows;mac";"Casual";5;1;0;4.99
51030;"Atlantis Sky Patrol";"2010-04-21";"windows;mac";"Casual;Indie";6;1;0;6.99
51060;"Drawn®: The Painted Tower";"2011-01-19";"windows";"Adventure;Casual";87;13;0;6.99
55000;"Flotilla";"2010-04-01";"windows;mac;linux";"Adventure;Indie;Strategy";166;25;130;6.99
55040;"Atom Zombie Smasher";"2011-03-14";"windows;mac;linux";"Indie;Strategy";1397;180;72;6.99
55100;"Homefront";"2011-03-14";"windows";"Action";5506;3685;1772;14.99
55110;"Red Faction®: Armageddon™";"2011-06-09";"windows";"Action";2674;1005;307;14.99
55140;"MX vs. ATV Reflex";"2010-11-26";"windows";"Racing";1599;359;1024;14.99
55150;"Warhammer 40,000: Space Marine";"2011-09-08";"windows";"Action";9847;998;712;19.99
55230;"Saints Row: The Third";"2011-11-17";"windows;linux";"Action";44810;1877;1848;6.99
57000;"NyxQuest: Kindred Spirits";"2010-09-27";"windows;mac";"Action;Adventure";87;9;0;1.99
57200;"Puzzle Dimension";"2010-06-21";"windows;mac";"Casual;Indie";412;41;8;1.99
57300;"Amnesia: The Dark Descent";"2010-09-08";"windows;mac;linux";"Action;Adventure;Indie";20222;1199;173;14.99
57620;"Patrician IV - Steam Special Edition";"2010-09-17";"windows";"Strategy";153;129;0;9.99
57640;"Broken Sword: Director's Cut";"2010-09-02";"windows;mac;linux";"Adventure";1131;108;1177;4.99
57650;"Dungeons";"2011-02-04";"windows";"RPG;Strategy";214;266;112;6.99
57680;"The First Templar - Steam Special Edition";"2011-05-12";"windows";"Action;Adventure";473;208;36;6.99
57690;"Tropico 4";"2011-09-01";"windows;mac";"Simulation;Strategy";8740;827;518;12.49
57700;"Who's That Flying?!";"2011-01-31";"windows";"Action;Casual;Indie";98;42;25;3.99
57740;"Jagged Alliance - Back in Action";"2012-02-08";"windows;mac;linux";"RPG;Simulation;Strategy";730;345;185;14.99
57800;"Doc Clock: The Toasted Sandwich of Time";"2010-10-15";"windows;mac";"Adventure;Casual;Indie";79;92;11;2.99
57900;"Duke Nukem Forever";"2011-06-09";"windows;mac";"Action";4433;2243;434;14.99
58200;"Jolly Rover";"2010-06-07";"windows;mac";"Adventure;Casual;Indie";249;31;3;6.99
58230;"MacGuffin's Curse";"2012-04-19";"windows;mac";"Adventure;Casual;Indie";81;16;229;6.99
58400;"Turba";"2010-07-01";"windows";"Casual;Indie";46;83;14;3.49
58520;"Blood Bowl - Legendary Edition";"2010-10-28";"windows";"Sports;Strategy";675;228;284;7.99
58550;"A Game of Thrones - Genesis";"2011-09-28";"windows";"Strategy";201;420;8;6.99
58560;"Runaway: A Twist of Fate";"2011-04-21";"windows";"Adventure";191;34;0;6.99
58570;"The Next BIG Thing";"2011-04-21";"windows;mac";"Adventure";352;59;1;6.99
58610;"Wargame: European Escalation";"2012-02-22";"windows;mac;linux";"Strategy";1892;574;11;7.99
60340;"Luxor: 5th Passage";"2011-01-25";"windows;mac";"Action;Adventure;Casual";39;20;0;6.99
60350;"Glowfish";"2011-09-30";"windows;mac";"Adventure;Casual;Indie";80;11;0;6.99
60600;"ProtoGalaxy";"2010-10-06";"windows";"Action;Indie";30;22;33;0.0
60700;"Power of Defense";"2010-08-04";"windows;mac";"Strategy;Indie";9;25;0;6.99
60800;"Numen: Contest of Heroes";"2010-06-03";"windows";"RPG";66;69;0;4.99
61100;"Lucid";"2011-07-19";"windows";"Indie;Casual";171;53;127;4.99
61310;"Fractal: Make Blooms Not War";"2011-11-29";"windows;mac";"Indie;Casual";140;44;30;4.99
61500;"Age of Wonders";"2010-10-01";"windows";"RPG;Strategy";334;98;161;3.99
61510;"Age of Wonders II: The Wizard's Throne";"2010-10-01";"windows";"RPG;Strategy";105;28;0;6.99
61520;"Age of Wonders Shadow Magic";"2010-10-01";"windows";"RPG;Strategy";225;35;151;6.99
61600;"Zen Bound 2";"2010-11-16";"windows;mac;linux";"Indie;Casual";432;65;133;3.99
61700;"Might & Magic: Clash of Heroes";"2011-09-21";"windows";"RPG;Strategy";1293;157;1595;8.59
61730;"Critter Crunch";"2012-09-11";"windows;mac";"Action;Indie;Casual";256;14;137;4.99
62000;"Flight Control HD";"2010-11-18";"windows;mac";"Action;Casual";406;36;85;2.99
62100;"Chime";"2010-09-06";"windows";"Casual";564;39;707;3.99
63000;"HOARD";"2011-04-04";"windows;mac;linux";"Action;Casual;Indie;Strategy";673;168;31;6.99
63110;"Alter Ego";"2010-08-03";"windows";"Adventure";139;59;12;7.19
63200;"Monday Night Combat";"2011-01-24";"windows";"Action;Strategy;Indie;Sports";720;205;101;3.99
63500;"Swords and Soldiers HD";"2010-12-02";"windows;mac";"Action;Casual;Indie;Strategy";572;160;132;6.99
63610;"Riven: The Sequel to MYST";"2010-08-04";"windows;mac";"Adventure;Casual";288;103;0;3.99
63650;"URU: Complete Chronicles";"2010-08-03";"windows;mac";"Adventure;Casual";68;18;0;6.99
63660;"Myst: Masterpiece Edition";"2011-02-02";"windows;mac";"Adventure;Casual";155;80;0;3.99
63700;"BIT.TRIP BEAT";"2010-11-02";"windows;mac";"Action;Casual;Indie";616;140;78;6.99
63710;"BIT.TRIP RUNNER";"2011-02-28";"windows;mac";"Action;Indie";3058;490;149;6.99
63800;"Delve Deeper";"2010-09-24";"windows";"Adventure;Indie;RPG;Strategy";225;159;241;3.99
63900;"Fantasy Wars";"2010-08-06";"windows";"Strategy";115;28;0;3.99
63910;"King's Bounty: Crossworlds";"2010-09-17";"windows";"RPG;Strategy";492;47;30;11.99
63940;"Men of War: Vietnam";"2011-09-08";"windows";"Strategy";399;247;10;5.59
63960;"Theatre of War 3: Korea";"2011-03-24";"windows";"Strategy";50;76;0;4.99
64000;"Men of War: Assault Squad";"2011-02-24";"windows";"Strategy";2881;416;292;7.19
65070;"Ride 'em Low";"2013-11-04";"windows";"Racing;Simulation";56;55;0;2.09
65080;"Kaptain Brawe: A Brawe New World";"2011-01-20";"windows;mac";"Adventure";87;30;0;3.99
65270;"Demolition Company Gold Edition";"2011-08-04";"windows";"Simulation";144;27;0;7.19
65400;"Archon Classic";"2010-11-02";"windows";"Strategy;Indie";87;17;16;6.99
65500;"Aura: Fate of the Ages";"2010-10-04";"windows";"Adventure";84;63;0;4.49
65530;"SpellForce 2: Faith in Destiny";"2012-06-19";"windows";"RPG;Strategy";125;85;1244;13.99
65540;"Gothic 1";"2001-03-15";"windows";"Action;RPG";3396;523;409;0.0
65560;"Painkiller Redemption";"2011-02-25";"windows";"Action";206;196;28;4.49
65600;"Gothic 3: Forsaken Gods Enhanced Edition";"2011-03-22";"windows";"RPG";247;254;1054;8.99
65610;"ArcaniA: Fall of Setarrif";"2011-10-24";"windows";"RPG";119;225;5;13.99
65710;"Pat & Mat";"2010-11-05";"windows";"Casual";297;59;0;3.99
65730;"Take On Helicopters";"2011-10-27";"windows";"Simulation";340;260;2;11.99
65740;"Carrier Command: Gaea Mission";"2012-09-28";"windows";"Action;Strategy";362;442;81;19.99
65780;"ARMA: Gold Edition";"2011-07-13";"windows";"Action;Simulation;Strategy";548;209;22;5.99
65790;"ARMA: Cold War Assault";"2011-08-08";"windows";"Action;Simulation;Strategy";3195;942;28;3.49
65800;"Dungeon Defenders";"2011-10-18";"windows;mac;linux";"Action;Indie;RPG;Strategy";10693;932;1993;9.99
65930;"The Bureau: XCOM Declassified";"2013-08-22";"windows;mac";"Action";6661;2923;201;14.99
65980;"Sid Meier's Civilization®: Beyond Earth™";"2014-10-23";"windows;mac;linux";"Strategy";9555;8224;932;29.99
67000;"The Polynomial - Space of the music";"2010-10-15";"windows;mac;linux";"Action;Casual;Indie";331;114;4;4.99
67370;"The Darkness II";"2012-02-09";"windows;mac";"Action";11992;1234;191;19.99
70000;"Dino D-Day";"2011-04-08";"windows";"Action;Indie";12222;2367;172;6.99
70100;"Hacker Evolution";"2010-09-14";"windows;mac;linux";"Simulation";598;308;189;0.79
70110;"Hacker Evolution: Untold";"2010-09-14";"windows;mac;linux";"Indie;Simulation";192;148;242;0.79
70120;"Hacker Evolution Duality";"2011-08-15";"windows;mac;linux";"Indie";176;298;46;0.79
70200;"Governor of Poker 2";"2010-10-11";"windows";"Adventure;Casual;Simulation";68;22;387;5.79
70210;"Governor of Poker 2 - Premium Edition";"2010-10-11";"windows";"Adventure;Casual;Indie;Simulation";147;29;0;14.99
70300;"VVVVVV";"2010-09-07";"windows;mac;linux";"Action;Indie";6719;268;76;3.99
70400;"Recettear: An Item Shop's Tale";"2010-09-10";"windows";"RPG;Indie";5047;183;764;12.99
70420;"Chantelise - A Tale of Two Sisters";"2011-07-29";"windows";"Action;RPG;Indie";440;148;53;6.49
70500;"Diamond Dan";"2010-10-08";"windows;mac";"Action;Adventure;Casual;Indie";33;11;0;0.79
70600;"Worms Ultimate Mayhem";"2011-09-28";"windows";"Strategy";2188;323;689;10.99
70620;"Worms Crazy Golf";"2011-10-19";"windows;mac";"Sports;Strategy";400;88;67;6.99
70640;"Worms";"2011-10-19";"windows";"Strategy";319;53;2;4.99
70650;"Worms Blast";"2011-10-19";"windows";"Casual;Strategy";102;101;23;5.59
70660;"Worms Pinball";"2011-10-19";"windows";"Casual";140;184;11;5.59
70900;"Star Ruler";"2010-09-20";"windows";"Indie;Strategy";229;44;5;7.19
71000;"Evochron Mercenary";"2012-01-16";"windows";"Action;Indie;Simulation";322;85;0;14.99
71230;"Crazy Taxi";"2011-03-04";"windows";"Action;Racing";1240;273;17;5.59
71240;"SEGA Bass Fishing";"2011-03-04";"windows";"Simulation;Sports";325;62;6;5.59
71260;"Space Channel 5: Part 2";"2011-03-04";"windows";"Action";687;89;0;5.59
71340;"Sonic Generations Collection";"2011-11-03";"windows";"Action";6921;589;165;0.0
72000;"Closure";"2012-09-07";"windows;linux";"Indie";680;107;72;6.99
72400;"Clones";"2010-11-18";"windows";"Adventure;Indie";245;80;210;0.79
72850;"The Elder Scrolls V: Skyrim";"2011-11-10";"windows";"RPG";237303;14951;7089;9.99
72900;"Winter Voices";"2010-10-29";"windows";"Adventure;Indie;RPG";139;77;0;0.0
73010;"Cities in Motion";"2011-02-22";"windows;mac;linux";"Simulation";605;179;1;14.99
73060;"Defenders of Ardania";"2012-03-14";"windows";"Strategy";32;68;28;8.99
73170;"Darkest Hour: A Hearts of Iron Game";"2011-04-08";"windows";"Strategy";1075;144;0;7.99
73190;"Pride of Nations";"2011-06-07";"windows";"Simulation;Strategy";35;44;0;14.99
73210;"Sengoku";"2011-09-15";"windows";"RPG;Simulation;Strategy";205;110;112;7.99
73220;"Supreme Ruler: Cold War";"2011-07-29";"windows";"Strategy";113;62;0;6.99
78000;"Bejeweled® 3";"2010-12-07";"windows;mac";"Strategy;Casual";2670;126;85;4.25
80000;"APOX";"2011-01-20";"windows";"Action;Indie;Strategy";46;113;104;11.99
80200;"Fate of the World";"2011-02-28";"windows;mac";"Casual;Indie;Simulation;Strategy";267;80;123;6.99
80300;"Puzzle Bots";"2010-10-22";"windows";"Adventure;Indie";109;38;0;3.49
80310;"Gemini Rue";"2011-10-26";"windows;mac;linux";"Adventure;Indie";1199;128;97;6.99
80330;"The Blackwell Legacy";"2012-01-13";"windows;mac;linux";"Adventure;Indie";848;107;0;3.99
80340;"Blackwell Unbound";"2012-01-13";"windows;mac;linux";"Adventure;Indie";364;27;0;3.99
80350;"Blackwell Convergence";"2012-01-13";"windows;mac;linux";"Adventure;Indie";298;14;0;3.99
80360;"Blackwell Deception";"2012-01-13";"windows";"Adventure;Indie";312;11;205;6.99
90200;"Farming Simulator 2011";"2010-10-29";"windows;mac";"Simulation";338;68;0;7.19
90400;"Blue Toad Murder Files™: The Mysteries of Little Riddle";"2010-12-03";"windows";"Adventure;Casual";59;13;0;2.99
91100;"SkyDrift";"2011-11-21";"windows";"Indie;Racing";771;98;1329;6.99
91200;"Anomaly: Warzone Earth";"2011-04-08";"windows;mac;linux";"Action;Indie;Strategy";3300;481;200;7.99
91330;"Iron Front: Digital War Edition";"2012-05-25";"windows";"Action;Simulation;Strategy";434;275;155;10.99
91600;"Sanctum";"2011-04-15";"windows;mac";"Action;Casual;Indie;Strategy";2552;296;153;7.19
91700;"E.Y.E: Divine Cybermancy";"2011-07-29";"windows";"Action;Indie;RPG";4459;906;413;6.99
91800;"Cloning Clyde";"2011-03-15";"windows";"Casual;Indie";77;9;0;3.99
91810;"Ancients of Ooga";"2011-05-20";"windows";"Indie;Casual";21;7;0;6.99
91900;"Post Apocalyptic Mayhem";"2011-03-17";"windows";"Action;Racing";1219;225;193;6.99
92000;"Hydrophobia: Prophecy";"2011-05-09";"windows";"Action;Adventure;Indie;Strategy";1270;827;106;3.99
92100;"DETOUR";"2011-05-16";"windows";"Indie;Strategy";1107;673;180;0.79
92200;"Gundemonium Recollection";"2011-09-27";"windows";"Action;Indie";130;8;78;2.79
